TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2025,6,24,12,0,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,7,5,7,45,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,7,12,8,36,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,7,12,8,55,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,7,16,0,52,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,7,26,2,25,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,8,14,19,0,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,8,18,9,0,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,9,26,5,40,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,10,13,14,37,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,10,17,19,25,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,10,25,17,0,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,10,27,11,50,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Theft from Vehicle,2025,1,31,0,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,2,14,13,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,3,9,19,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,5,28,10,58,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,6,1,20,14,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,8,29,5,13,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,1,2,19,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,1,8,21,15,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,1,11,19,54,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,8,16,18,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2025,9,25,21,0,17XX W 13TH AVE,Fairview,489523.1572,5456363.0843
Theft from Vehicle,2025,8,29,9,3,17XX W 1ST AVE,Fairview,489494.2774,5457557.8511
Theft from Vehicle,2025,3,3,3,18,17XX W 51ST AVE,Kerrisdale,489345.9616,5452459.0495
Theft from Vehicle,2025,2,13,20,0,17XX W BROADWAY AVE,Fairview,489466.6283,5456783.7541
Theft from Vehicle,2025,7,13,18,30,17XX W BROADWAY AVE,Fairview,489466.6283,5456783.7541
Theft from Vehicle,2025,9,21,17,0,17XX WALLACE ST,West Point Grey,486211.266,5457605.8809
Theft from Vehicle,2025,11,10,0,0,18XX ADANAC ST,Grandview-Woodland,495038.5135,5458307.777
Theft from Vehicle,2025,12,31,18,0,18XX ADANAC ST,Grandview-Woodland,495111.2405,5458315.8102
Theft from Vehicle,2025,9,4,21,45,18XX ALBERNI ST,West End,490187.1083,5459979.7056
Theft from Vehicle,2025,1,14,2,0,18XX BALSAM ST,Kitsilano,488377.9431,5457391.0324
Theft from Vehicle,2025,2,23,19,24,1XX DUNSMUIR ST,Central Business District,491958.3275,5458579.253
Theft from Vehicle,2025,9,23,17,0,1XX E 11TH AVE,Mount Pleasant,492509.3358,5456486.7638
Theft from Vehicle,2025,5,3,12,0,1XX E 11TH AVE,Mount Pleasant,492626.5938,5456493.3078
Theft from Vehicle,2025,5,5,1,30,1XX E 11TH AVE,Mount Pleasant,492626.5938,5456493.3078
Theft from Vehicle,2025,6,11,9,15,1XX E 16TH AVE,Mount Pleasant,492617.2223,5455988.9647
Theft from Vehicle,2025,12,30,12,0,1XX E 17TH AVE,Riley Park,492490.7654,5455882.7177
Theft from Vehicle,2025,8,16,7,45,1XX E 1ST AVE,Mount Pleasant,492554.3653,5457497.6392
Theft from Vehicle,2025,8,23,14,0,1XX E 1ST AVE,Mount Pleasant,492541.5632,5457488.8007
Theft from Vehicle,2025,12,13,12,53,1XX E 1ST AVE,Mount Pleasant,492654.4656,5457486.0802
Theft from Vehicle,2025,7,1,5,0,1XX E 27TH AVE,Riley Park,492503.0547,5454953.6863
Theft from Vehicle,2025,5,11,12,0,1XX E 2ND AVE,Mount Pleasant,492545.9878,5457398.5831
Theft from Vehicle,2025,10,5,18,15,1XX E 2ND AVE,Mount Pleasant,492545.9878,5457398.5831
Theft from Vehicle,2025,5,3,22,0,1XX E 3RD AVE,Mount Pleasant,492527.4018,5457276.0622
Theft from Vehicle,2025,9,27,21,0,1XX E 3RD AVE,Mount Pleasant,492531.8082,5457276.0139
Theft from Vehicle,2025,2,5,22,0,1XX E 45TH AVE,Sunset,492459.5547,5452959.9506
Theft from Vehicle,2025,5,26,22,30,1XX E 47TH AVE,Sunset,492454.806,5452759.6646
Theft from Vehicle,2025,10,10,22,0,1XX E 49TH AVE,Sunset,492581.5439,5452541.5408
Theft from Vehicle,2025,5,10,16,45,1XX E 4TH AVE,Mount Pleasant,492656.1404,5457173.0508
Theft from Vehicle,2025,11,17,22,0,1XX E 53RD AVE,Sunset,492462.7052,5452133.3295
Theft from Vehicle,2025,5,15,13,0,1XX E 56TH AVE,Sunset,492430.2836,5451839.7906
Theft from Vehicle,2025,11,6,0,15,1XX E 58TH AVE,Sunset,492554.5649,5451657.2839
Theft from Vehicle,2025,12,13,15,0,1XX E 59TH AVE,Sunset,492422.2313,5451555.0179
Theft from Vehicle,2025,7,19,3,0,1XX E 59TH AVE,Sunset,492475.1319,5451553.417
Theft from Vehicle,2025,1,14,23,40,1XX E 5TH AVE,Mount Pleasant,492522.0099,5457078.3606
Theft from Vehicle,2025,7,16,18,15,1XX E 5TH AVE,Mount Pleasant,492539.8162,5457087.0172
Theft from Vehicle,2025,9,16,18,0,1XX E 63RD AVE,Sunset,492403.796,5451167.2037
Theft from Vehicle,2025,4,5,18,30,1XX E 64TH AVE,Sunset,492425.685,5451072.6285
Theft from Vehicle,2025,4,6,11,0,1XX E 6TH AVE,Mount Pleasant,492641.961,5456971.2791
Theft from Vehicle,2025,6,15,17,30,1XX E 6TH AVE,Mount Pleasant,492641.961,5456971.2791
Theft from Vehicle,2025,12,28,23,0,1XX E 6TH AVE,Mount Pleasant,492641.961,5456971.2791
Theft from Vehicle,2025,1,8,6,30,1XX E 7TH AVE,Mount Pleasant,492562.6789,5456882.6545
Theft from Vehicle,2025,1,8,18,50,1XX E 8TH AVE,Mount Pleasant,492517.959,5456774.6622
Theft from Vehicle,2025,7,15,9,5,1XX E 8TH AVE,Mount Pleasant,492517.959,5456774.6622
Theft from Vehicle,2025,6,18,23,15,1XX E BROADWAY AVE,Mount Pleasant,492515.6418,5456689.4518
Theft from Vehicle,2025,10,5,21,0,1XX E BROADWAY AVE,Mount Pleasant,492515.6418,5456689.4518
Theft from Vehicle,2025,1,8,20,50,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,5,1,19,0,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,7,3,20,50,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,9,25,20,0,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,10,17,16,20,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,10,30,11,0,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft from Vehicle,2025,2,6,23,45,1XX E CORDOVA ST,Central Business District,492580.5494,5458852.6887
Theft from Vehicle,2025,3,8,11,0,1XX E CORDOVA ST,Central Business District,492581.5709,5458843.5037
Theft from Vehicle,2025,1,12,20,47,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,1,24,9,30,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,2,13,21,26,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,3,13,2,2,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,4,22,17,55,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,6,5,9,35,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,10,3,19,4,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,10,5,12,30,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,11,22,10,30,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,12,17,23,30,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,8,4,16,38,1XX E CORDOVA ST,Central Business District,492660.2014,5458849.9068
Theft from Vehicle,2025,4,3,17,0,1XX E CORDOVA ST,Central Business District,492661.2653,5458840.7203
Theft from Vehicle,2025,4,3,22,30,1XX E CORDOVA ST,Central Business District,492661.2653,5458840.7203
Theft from Vehicle,2025,4,4,13,26,1XX E CORDOVA ST,Central Business District,492661.2653,5458840.7203
Theft from Vehicle,2025,12,31,22,0,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2025,2,10,7,56,1XX E GEORGIA ST,Central Business District,492708.6744,5458434.4423
Theft from Vehicle,2025,5,6,16,0,1XX E GEORGIA ST,Central Business District,492708.6744,5458434.4423
Theft from Vehicle,2025,5,20,15,0,1XX E GEORGIA ST,Central Business District,492708.6744,5458434.4423
Theft from Vehicle,2025,1,2,7,0,1XX E GEORGIA ST,Central Business District,492708.7528,5458434.4421
Theft from Vehicle,2025,9,7,21,0,1XX E GEORGIA ST,Central Business District,492708.7528,5458434.4421
Theft from Vehicle,2025,8,5,0,0,1XX E GEORGIA ST,Central Business District,492742.3504,5458433.1357
Theft from Vehicle,2025,1,2,18,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,1,10,20,2,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,1,28,7,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,1,29,14,25,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,2,18,20,43,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,3,20,13,57,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,3,22,12,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,4,13,4,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,4,28,11,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,5,1,11,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,5,18,13,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,5,22,13,20,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,2,19,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,3,18,47,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,3,19,28,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,4,17,55,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,7,23,47,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,6,19,6,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,12,18,39,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,17,12,25,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,18,10,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,18,11,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,19,19,40,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,24,14,45,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,7,24,15,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,8,22,22,28,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,9,3,16,10,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,9,7,18,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,9,11,17,4,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,9,11,19,12,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,10,30,12,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,10,30,13,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,10,31,18,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,11,3,18,20,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2025,1,12,19,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,3,9,23,43,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,3,16,15,6,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,4,15,8,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,4,17,19,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,8,3,18,30,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,8,28,20,1,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,8,29,7,15,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,11,11,15,22,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,12,30,13,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,7,3,13,30,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2025,1,1,20,48,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2025,2,7,22,40,1XX WATER ST,Central Business District,492215.3223,5459037.8917
Theft from Vehicle,2025,8,27,19,0,1XX WATER ST,Central Business District,492227.1521,5459025.2679
Theft from Vehicle,2025,1,27,20,30,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,3,15,12,0,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,4,3,16,15,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,4,4,15,0,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,4,13,5,30,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,8,21,22,55,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,10,3,18,0,1XX WATER ST,Central Business District,492251.0364,5459018.8895
Theft from Vehicle,2025,12,22,14,30,1XX WATER ST [IFO 151 WATER ST],Central Business District,492254.5406,5459017.9555
Theft from Vehicle,2025,1,10,17,36,200O SEMLIN DR,Grandview-Woodland,495379.8238,5458919.2733
Theft from Vehicle,2025,10,31,9,0,20O POWELL ST [ALLEY BEHIND 205],Central Business District,492463.2647,5458946.8781
Theft from Vehicle,2025,5,24,17,0,20XX ADANAC ST,Grandview-Woodland,495371.0609,5458302.6472
Theft from Vehicle,2025,6,21,12,30,20XX ARBUTUS ST,Kitsilano,488889.7633,5457252.6435
Theft from Vehicle,2025,5,4,0,0,20XX BEACH AVE,West End,489508.0351,5459654.8288
Theft from Vehicle,2025,1,11,7,35,20XX BURRARD ST,Fairview,489409.1293,5457219.9917
Theft from Vehicle,2025,7,6,16,0,20XX COMOX ST,West End,489550.2733,5459840.2838
Theft from Vehicle,2025,5,18,5,56,20XX COMOX ST,West End,489621.1644,5459767.844
Theft from Vehicle,2025,12,27,0,0,18XX E 12TH AVE,Kensington-Cedar Cottage,495060.805,5456308.6159
Theft from Vehicle,2025,2,8,14,0,18XX E 12TH AVE,Kensington-Cedar Cottage,495141.8081,5456316.1864
Theft from Vehicle,2025,12,12,21,0,18XX E 13TH AVE,Kensington-Cedar Cottage,495124.1146,5456207.9982
Theft from Vehicle,2025,10,30,11,0,18XX E 15TH AVE,Kensington-Cedar Cottage,495064.2944,5456004.3434
Theft from Vehicle,2025,3,6,3,14,18XX E 38TH AVE,Kensington-Cedar Cottage,495039.2647,5453607.1489
Theft from Vehicle,2025,1,5,6,0,18XX E 43RD AVE,Victoria-Fraserview,495030.3125,5453080.6934
Theft from Vehicle,2025,8,12,19,30,18XX E 50TH AVE,Victoria-Fraserview,494978.9717,5452387.7291
Theft from Vehicle,2025,7,28,19,0,18XX E 51ST AVE,Victoria-Fraserview,494982.5128,5452296.0911
Theft from Vehicle,2025,9,19,0,0,18XX E 53RD AVE,Victoria-Fraserview,495063.4293,5452112.633
Theft from Vehicle,2025,8,25,21,20,18XX E 55TH AVE,Victoria-Fraserview,494964.216,5451946.7488
Theft from Vehicle,2025,4,27,13,35,18XX E 7TH AVE,Grandview-Woodland,495067.552,5456819.4685
Theft from Vehicle,2025,10,29,23,0,18XX E GEORGIA ST,Grandview-Woodland,495072.8049,5458408.0456
Theft from Vehicle,2025,6,27,11,59,18XX E GEORGIA ST,Grandview-Woodland,495178.01,5458414.0507
Theft from Vehicle,2025,11,22,15,0,18XX E HASTINGS ST,Grandview-Woodland,495217.2481,5458715.2557
Theft from Vehicle,2025,3,15,19,27,18XX E PENDER ST,Grandview-Woodland,495041.5152,5458609.507
Theft from Vehicle,2025,7,7,1,0,18XX E PENDER ST,Grandview-Woodland,495041.5152,5458609.507
Theft from Vehicle,2025,2,4,18,0,18XX E PENDER ST,Grandview-Woodland,495081.6493,5458618.186
Theft from Vehicle,2025,9,15,23,22,18XX FRANKLIN ST,Grandview-Woodland,495153.1572,5458827.8996
Theft from Vehicle,2025,6,24,23,51,18XX HARO ST,West End,490001.337,5459854.2433
Theft from Vehicle,2025,1,17,7,0,18XX HARO ST,West End,490058.5119,5459797.2456
Theft from Vehicle,2025,2,27,0,0,18XX KINGSWAY AVE,Kensington-Cedar Cottage,495134.7392,5454803.2845
Theft from Vehicle,2025,12,16,3,55,18XX KINGSWAY AVE,Kensington-Cedar Cottage,495146.8717,5454783.4931
Theft from Vehicle,2025,3,28,0,0,18XX NELSON ST,West End,489841.7282,5459717.6507
Theft from Vehicle,2025,10,9,0,1,18XX NELSON ST,West End,489847.9903,5459698.7805
Theft from Vehicle,2025,1,11,19,30,18XX NELSON ST,West End,489862.7414,5459684.4056
Theft from Vehicle,2025,7,7,21,10,18XX PANDORA ST,Grandview-Woodland,495174.5805,5458919.2794
Theft from Vehicle,2025,7,17,22,0,18XX PARKER ST,Grandview-Woodland,495092.3795,5458107.7612
Theft from Vehicle,2025,10,7,20,30,18XX PINE ST,Fairview,489589.3723,5457451.032
Theft from Vehicle,2025,11,13,13,15,18XX POWELL ST,Grandview-Woodland,495151.0262,5459088.7263
Theft from Vehicle,2025,8,2,19,45,18XX ROBSON ST,West End,490125.7838,5459896.9558
Theft from Vehicle,2025,5,17,4,30,18XX ROBSON ST,West End,490140.0456,5459870.0851
Theft from Vehicle,2025,7,19,0,1,18XX ROBSON ST,West End,490140.0456,5459870.0851
Theft from Vehicle,2025,4,9,14,38,1XX E HASTINGS ST,Central Business District,492571.6489,5458738.7436
Theft from Vehicle,2025,11,25,13,20,1XX E HASTINGS ST,Central Business District,492571.6489,5458738.7436
Theft from Vehicle,2025,1,5,0,29,1XX E HASTINGS ST,Central Business District,492582.2772,5458747.5386
Theft from Vehicle,2025,9,17,14,0,1XX E KENT AVE S,Sunset,492400.5212,5450446.7208
Theft from Vehicle,2025,3,28,16,19,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,5,14,12,42,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,8,22,23,45,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,9,7,10,23,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,10,10,1,24,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,11,8,15,0,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft from Vehicle,2025,7,9,18,0,1XX E PENDER ST,Central Business District,492619.6842,5458639.5417
Theft from Vehicle,2025,10,14,22,0,1XX E WOODSTOCK AVE,Riley Park,492590.051,5453424.3358
Theft from Vehicle,2025,11,1,16,30,1XX EXPO BLVD,Central Business District,492247.6124,5458381.169
Theft from Vehicle,2025,6,10,13,58,1XX GORE AVE,Strathcona,492889.8036,5459034.9232
Theft from Vehicle,2025,7,13,19,0,1XX GORE AVE,Strathcona,492889.8036,5459034.9232
Theft from Vehicle,2025,4,25,16,0,1XX JACKSON AVE,Strathcona,493218.7074,5459025.2009
Theft from Vehicle,2025,10,17,18,30,1XX JACKSON AVE,Strathcona,493218.7074,5459025.2009
Theft from Vehicle,2025,1,28,18,0,1XX KEEFER PL,Central Business District,492117.1624,5458563.9812
Theft from Vehicle,2025,1,29,13,5,1XX KEEFER PL,Central Business District,492117.1624,5458563.9812
Theft from Vehicle,2025,5,15,11,40,1XX KEEFER PL,Central Business District,492118.2,5458573.1231
Theft from Vehicle,2025,11,3,8,5,1XX KEEFER PL,Central Business District,492119.1962,5458572.8962
Theft from Vehicle,2025,6,3,20,30,1XX KEEFER PL,Central Business District,492122.6441,5458572.1096
Theft from Vehicle,2025,8,25,15,17,1XX KEEFER PL,Central Business District,492123.0015,5458572.0278
Theft from Vehicle,2025,8,22,7,30,1XX KEEFER PL,Central Business District,492124.9427,5458571.5852
Theft from Vehicle,2025,11,11,13,7,1XX KEEFER PL,Central Business District,492124.9427,5458571.5852
Theft from Vehicle,2025,11,18,18,55,1XX KEEFER PL,Central Business District,492124.9427,5458571.5852
Theft from Vehicle,2025,7,22,3,30,1XX KEEFER PL,Central Business District,492167.7315,5458552.4448
Theft from Vehicle,2025,7,22,13,30,1XX KEEFER ST,Central Business District,492579.935,5458506.9319
Theft from Vehicle,2025,12,14,20,0,1XX KEEFER ST,Central Business District,492579.935,5458506.9319
Theft from Vehicle,2025,5,8,17,0,1XX KEEFER ST,Central Business District,492583.3134,5458508.042
Theft from Vehicle,2025,11,5,20,30,1XX KEEFER ST,Central Business District,492632.1741,5458533.1618
Theft from Vehicle,2025,2,8,19,0,1XX KEEFER ST,Central Business District,492692.0021,5458527.2557
Theft from Vehicle,2025,1,6,6,45,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,1,24,9,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,3,4,12,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,3,6,21,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,4,7,7,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,4,28,8,15,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,6,10,9,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,8,5,18,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,8,18,17,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,9,1,10,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,9,22,10,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,9,27,20,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,10,20,18,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,10,23,17,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,11,6,7,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,11,12,20,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,12,9,12,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft from Vehicle,2025,6,6,11,21,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Theft from Vehicle,2025,7,20,20,15,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Theft from Vehicle,2025,9,27,0,30,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Theft from Vehicle,2025,3,17,16,59,1XX KEEFER ST,Central Business District,492725.4136,5458526.1607
Theft from Vehicle,2025,12,18,9,0,1XX KINGSWAY AVE,Mount Pleasant,492771.8128,5456653.7172
Theft from Vehicle,2025,4,8,22,0,1XX LAKEWOOD DR,Grandview-Woodland,495511.6491,5459003.0755
Theft from Vehicle,2025,9,30,20,30,1XX MAIN ST,Central Business District,492755.7978,5458964.3916
Theft from Vehicle,2025,1,27,19,0,1XX MAIN ST,Strathcona,492768.7491,5459038.5902
Theft from Vehicle,2025,5,15,10,40,1XX MAIN ST,Strathcona,492768.7491,5459038.5902
Theft from Vehicle,2025,8,22,14,30,1XX MAIN ST,Strathcona,492768.7491,5459038.5902
Theft from Vehicle,2025,3,30,19,1,1XX MILROSS AVE,Central Business District,492582.9829,5458147.4201
Theft from Vehicle,2025,10,15,22,0,1XX MILROSS AVE,Central Business District,492582.9829,5458147.4201
Theft from Vehicle,2025,11,23,22,0,1XX MILROSS AVE,Central Business District,492582.9829,5458147.4201
Theft from Vehicle,2025,4,29,21,0,1XX N GARDEN DR,Grandview-Woodland,495804.8074,5459220.2029
Theft from Vehicle,2025,3,30,17,0,20XX E 20TH AVE,Kensington-Cedar Cottage,495322.4125,5455542.6134
Theft from Vehicle,2025,10,19,1,0,20XX E 20TH AVE,Kensington-Cedar Cottage,495322.4125,5455542.6134
Theft from Vehicle,2025,7,23,22,55,20XX E 23RD AVE,Kensington-Cedar Cottage,495267.0813,5455177.0148
Theft from Vehicle,2025,5,13,20,0,20XX E 23RD AVE,Kensington-Cedar Cottage,495408.3793,5455174.6009
Theft from Vehicle,2025,7,3,15,30,20XX E 25TH AVE,Kensington-Cedar Cottage,495265.4316,5455078.7561
Theft from Vehicle,2025,1,20,21,0,20XX E 26TH AVE,Kensington-Cedar Cottage,495270.7583,5454981.3483
Theft from Vehicle,2025,6,14,0,0,20XX E 27TH AVE,Kensington-Cedar Cottage,495261.9123,5454884.8248
Theft from Vehicle,2025,7,5,0,0,20XX E 27TH AVE,Kensington-Cedar Cottage,495261.9123,5454884.8248
Theft from Vehicle,2025,11,15,17,0,20XX E 27TH AVE [IFO 2088 E 27TH AVE],Kensington-Cedar Cottage,495261.9147,5454884.8257
Theft from Vehicle,2025,5,29,0,0,20XX E 28TH AVE,Kensington-Cedar Cottage,495267.0275,5454779.0463
Theft from Vehicle,2025,7,31,19,0,20XX E 28TH AVE,Kensington-Cedar Cottage,495267.0275,5454779.0463
